C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_039.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_039.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_039.jpg,0,0,0,0.2141885
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_109.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_109.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_109.jpg,0,0,0,0.2124782
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_179.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_179.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_179.jpg,0,0,0,0.2112044
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_249.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_249.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_249.jpg,0,0,0,0.209518
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_320.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_320.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_320.jpg,0,0,0,0.2082621
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_392.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_392.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_392.jpg,0,0,0,0.009575428
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_461.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_461.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_461.jpg,0,0,0,0.00051664
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_532.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_532.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_532.jpg,0,0,0,0.0006723565
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_605.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_605.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_605.jpg,0,0,0,0.0004635174
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_675.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_675.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_675.jpg,0,0,0,0.0003196046
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_745.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_745.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_745.jpg,0,0,0,0.0001104542
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_816.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_816.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_816.jpg,0,0,0,3.64234E-05
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_887.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_887.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_887.jpg,0,0,0,2.12972E-05
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_38_957.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_38_957.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_38_957.jpg,0,0,0,1.109624E-05
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_028.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_028.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_028.jpg,0,0,0,1.662063E-05
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_098.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_098.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_098.jpg,0,0,0,4.207824E-06
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_169.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_169.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_169.jpg,0,0,0,5.379252E-06
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_241.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_241.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_241.jpg,-0.05,0,0,1.435824E-05
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_312.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_312.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_312.jpg,-0.25,0.2138859,0,0.1107835
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_382.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_382.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_382.jpg,-0.4,0.3897129,0,0.3488927
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_454.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_454.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_454.jpg,-0.6000001,0.638262,0,0.8572144
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_524.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_524.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_524.jpg,-0.8000001,0.8676867,0,1.58918
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_594.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_594.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_594.jpg,-0.9500002,1,0,2.266177
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_666.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_666.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_666.jpg,-1,1,0,3.17012
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_739.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_739.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_739.jpg,-1,1,0,3.845781
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_805.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_805.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_805.jpg,0,0.8168415,0,4.581716
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_873.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_873.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_873.jpg,0,0.6298821,0,5.057841
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_39_947.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_39_947.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_39_947.jpg,0,0.4305038,0,5.504447
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_40_014.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_40_014.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_40_014.jpg,0,0.6136727,0,5.864763
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_40_082.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_40_082.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_40_082.jpg,0,0.7826171,0,6.348201
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_40_150.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_40_150.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_40_150.jpg,0,1,0,7.186332
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_40_221.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_40_221.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_40_221.jpg,0,0.945691,0,7.859398
C:\Users\kim\Desktop\b\IMG\center_2022_06_10_13_43_40_289.jpg,C:\Users\kim\Desktop\b\IMG\left_2022_06_10_13_43_40_289.jpg,C:\Users\kim\Desktop\b\IMG\right_2022_06_10_13_43_40_289.jpg,0,0.6902242,0,8.575575
